REF_DATE,GEO,DGUID,Homicides,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2023,Saskatchewan,2016A000247,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676083,6.3,0.66,,,,2
2019,Alberta,2016A000248,Total number of homicide victims,Number,223,units,0,v91676084,7.1,100,,,,0
2020,Alberta,2016A000248,Total number of homicide victims,Number,223,units,0,v91676084,7.1,143,,,,0
2021,Alberta,2016A000248,Total number of homicide victims,Number,223,units,0,v91676084,7.1,119,,,,0
2022,Alberta,2016A000248,Total number of homicide victims,Number,223,units,0,v91676084,7.1,119,,,,0
2023,Alberta,2016A000248,Total number of homicide victims,Number,223,units,0,v91676084,7.1,115,,,,0
2019,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873208,7.6,,..,,,0
2020,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873208,7.6,,..,,,0
2021,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873208,7.6,,..,,,0
2022,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873208,7.6,,..,,,0
2023,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873208,7.6,,..,,,0
2019,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676085,7.4,99,,,,0
2020,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676085,7.4,143,,,,0
2021,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676085,7.4,119,,,,0
2022,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676085,7.4,118,,,,0
2023,Alberta,2016A000248,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676085,7.4,115,,,,0
2019,Alberta,2016A000248,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872508,7.5,24,,,,0
2020,Alberta,2016A000248,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872508,7.5,29,,,,0
2021,Alberta,2016A000248,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872508,7.5,23,,,,0
2022,Alberta,2016A000248,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872508,7.5,33,,,,0
2023,Alberta,2016A000248,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872508,7.5,38,,,,0
2019,Alberta,2016A000248,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676086,7.2,24.24,,,,2
2020,Alberta,2016A000248,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676086,7.2,20.28,,,,2
2021,Alberta,2016A000248,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676086,7.2,19.33,,,,2
2022,Alberta,2016A000248,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676086,7.2,27.97,,,,2
2023,Alberta,2016A000248,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676086,7.2,33.04,,,,2
2019,Alberta,2016A000248,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676087,7.3,0.55,,,,2
2020,Alberta,2016A000248,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676087,7.3,0.66,,,,2
2021,Alberta,2016A000248,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676087,7.3,0.52,,,,2
2022,Alberta,2016A000248,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676087,7.3,0.73,,,,2
2023,Alberta,2016A000248,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676087,7.3,0.81,,,,2
2019,British Columbia,2016A000259,Total number of homicide victims,Number,223,units,0,v91676088,8.1,91,,,,0
2020,British Columbia,2016A000259,Total number of homicide victims,Number,223,units,0,v91676088,8.1,100,,,,0
2021,British Columbia,2016A000259,Total number of homicide victims,Number,223,units,0,v91676088,8.1,125,,,,0
2022,British Columbia,2016A000259,Total number of homicide victims,Number,223,units,0,v91676088,8.1,155,,,,0
2023,British Columbia,2016A000259,Total number of homicide victims,Number,223,units,0,v91676088,8.1,123,,,,0
2019,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873209,8.6,,..,,,0
2020,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873209,8.6,,..,,,0
2021,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873209,8.6,,..,,,0
2022,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873209,8.6,,..,,,0
2023,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873209,8.6,,..,,,0
2019,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676089,8.4,91,,,,0
2020,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676089,8.4,100,,,,0
2021,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676089,8.4,125,,,,0
2022,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676089,8.4,155,,,,0
2023,British Columbia,2016A000259,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676089,8.4,123,,,,0
2019,British Columbia,2016A000259,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872509,8.5,24,,,,0
2020,British Columbia,2016A000259,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872509,8.5,26,,,,0
2021,British Columbia,2016A000259,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872509,8.5,39,,,,0
2022,British Columbia,2016A000259,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872509,8.5,53,,,,0
2023,British Columbia,2016A000259,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872509,8.5,39,,,,0
2019,British Columbia,2016A000259,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676090,8.2,26.37,,,,2
2020,British Columbia,2016A000259,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676090,8.2,26,,,,2
2021,British Columbia,2016A000259,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676090,8.2,31.2,,,,2
2022,British Columbia,2016A000259,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676090,8.2,34.19,,,,2
2023,British Columbia,2016A000259,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676090,8.2,31.71,,,,2
2019,British Columbia,2016A000259,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676091,8.3,0.47,,,,2
2020,British Columbia,2016A000259,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676091,8.3,0.5,,,,2
2021,British Columbia,2016A000259,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676091,8.3,0.75,,,,2
2022,British Columbia,2016A000259,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676091,8.3,0.99,,,,2
2023,British Columbia,2016A000259,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676091,8.3,0.71,,,,2
2019,Territories,2016A00016,Total number of homicide victims,Number,223,units,0,v91676092,9.1,10,,,,0
2020,Territories,2016A00016,Total number of homicide victims,Number,223,units,0,v91676092,9.1,9,,,,0
2021,Territories,2016A00016,Total number of homicide victims,Number,223,units,0,v91676092,9.1,7,,,,0
2022,Territories,2016A00016,Total number of homicide victims,Number,223,units,0,v91676092,9.1,6,,,,0
2023,Territories,2016A00016,Total number of homicide victims,Number,223,units,0,v91676092,9.1,12,,,,0
2019,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873210,9.6,,..,,,0
2020,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873210,9.6,,..,,,0
2021,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873210,9.6,,..,,,0
2022,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873210,9.6,,..,,,0
2023,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was reported as unknown,Number,223,units,0,v91873210,9.6,,..,,,0
2019,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676093,9.4,10,,,,0
2020,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676093,9.4,9,,,,0
2021,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676093,9.4,7,,,,0
2022,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676093,9.4,6,,,,0
2023,Territories,2016A00016,Number of homicide victims for which the status of the link between the homicide and organized crime or a street gang was known,Number,223,units,0,v91676093,9.4,12,,,,0
2019,Territories,2016A00016,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872510,9.5,0,,,,0
2020,Territories,2016A00016,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872510,9.5,0,,,,0
2021,Territories,2016A00016,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872510,9.5,1,,,,0
2022,Territories,2016A00016,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872510,9.5,1,,,,0
2023,Territories,2016A00016,Number of homicide victims where the homicide was linked or suspected to be linked to organized crime or a street gang,Number,223,units,0,v91872510,9.5,2,,,,0
2019,Territories,2016A00016,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676094,9.2,0,,,,2
2020,Territories,2016A00016,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676094,9.2,0,,,,2
2021,Territories,2016A00016,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676094,9.2,14.29,,,,2
2022,Territories,2016A00016,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676094,9.2,16.67,,,,2
2023,Territories,2016A00016,Victims of homicides linked to organized crime or a street gang as a percentage of homicides for which the link between the homicide and organized crime or a street gang was known,Percent,239,units,0,v91676094,9.2,16.67,,,,2
2019,Territories,2016A00016,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676095,9.3,0,,,,2
2020,Territories,2016A00016,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676095,9.3,0,,,,2
2021,Territories,2016A00016,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676095,9.3,0.78,,,,2
2022,Territories,2016A00016,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676095,9.3,0.77,,,,2
2023,Territories,2016A00016,"Rate of homicides (number of victims per 100,000 population) where the homicide was linked or suspected to be linked to organized crime or a street gang",Rate,257,units,0,v91676095,9.3,1.53,,,,2
